,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Mileage_int,Engine_int,Power_int,Car
4667,Coimbatore,2016,36139,Petrol,Automatic,Second,5.0,6.3,18.9,1197.0,82.0,Hyundai Grand
4668,Delhi,2017,44000,Diesel,Manual,First,5.0,12.5,19.67,1582.0,126.2,Hyundai Creta
4669,Ahmedabad,2008,50000,Diesel,Automatic,Second,5.0,7.5,16.77,2967.0,241.38,Audi A6
4670,Delhi,2016,81177,Diesel,Manual,First,7.0,11.25,16.0,1997.0,140.0,Mahindra XUV500
4671,Mumbai,2016,26000,Petrol,Automatic,First,5.0,7.65,16.05,1499.0,110.4,Ford EcoSport
4672,Mumbai,2016,100000,Diesel,Manual,First,5.0,4.5,24.4,1120.0,71.0,Hyundai Xcent
4673,Hyderabad,2014,75000,Diesel,Automatic,First,5.0,7.5,21.21,1498.0,103.2,Volkswagen Vento
4675,Mumbai,2010,55980,Petrol,Manual,First,5.0,2.25,20.36,1197.0,78.9,Hyundai i10
4676,Hyderabad,2015,30000,Diesel,Automatic,First,5.0,27.0,17.11,1968.0,174.33,Audi A4
4677,Pune,2012,49700,Diesel,Manual,Second,5.0,4.18,21.9,1396.0,88.76,Hyundai i20
4678,Chennai,2013,79000,Diesel,Manual,First,5.0,6.5,23.5,1396.0,88.7,Hyundai Verna
4679,Delhi,2010,65100,Petrol,Manual,First,5.0,3.15,17.0,1497.0,118.0,Honda City
4680,Pune,2016,54161,Diesel,Manual,First,7.0,7.64,25.47,1248.0,88.5,Maruti Ertiga
4681,Hyderabad,2011,28619,Petrol,Manual,First,5.0,2.4,19.7,796.0,46.3,Maruti Alto
4682,Mumbai,2016,9000,Petrol,Automatic,First,5.0,4.25,20.51,998.0,67.0,Maruti WagonR
4683,Kochi,2016,42876,Diesel,Automatic,First,5.0,9.31,19.08,1582.0,126.2,Hyundai Verna
4684,Bangalore,2011,64000,Petrol,Manual,First,5.0,2.39,19.7,796.0,46.3,Maruti Alto
4685,Kochi,2018,20488,Petrol,Manual,Second,5.0,7.64,16.09,1598.0,103.5,Volkswagen Vento
4686,Delhi,2016,21000,Petrol,Manual,First,5.0,6.21,21.4,1197.0,83.1,Maruti Baleno
4688,Kochi,2011,55987,Petrol,Automatic,First,5.0,8.22,13.7,1997.0,153.86,Honda CR-V
4689,Coimbatore,2017,72668,Diesel,Manual,First,7.0,28.85,14.24,2755.0,174.5,Toyota Fortuner
4690,Mumbai,2015,32000,Petrol,Automatic,First,5.0,8.5,15.6,1497.0,116.3,Honda City
4692,Mumbai,2015,10400,Petrol,Manual,First,5.0,6.51,17.4,1497.0,117.3,Honda City
4693,Mumbai,2013,35000,Diesel,Manual,First,5.0,4.65,22.9,1248.0,74.0,Maruti Swift
4694,Kochi,2013,55101,Petrol,Automatic,First,5.0,8.4,14.53,1794.0,138.1,Toyota Corolla
4695,Bangalore,2014,57464,Diesel,Manual,First,5.0,5.75,23.59,1364.0,67.06,Toyota Etios
4696,Jaipur,2006,110000,Petrol,Manual,First,5.0,1.11,18.9,998.0,67.1,Maruti WagonR
4698,Mumbai,2014,72000,Petrol,Automatic,First,5.0,17.25,12.0,1991.0,184.0,Mercedes-Benz E-Class
4700,Kochi,2011,62020,Petrol,Manual,First,5.0,3.45,17.0,1197.0,80.0,Hyundai i20
4703,Jaipur,2014,41210,Petrol,Manual,First,5.0,4.4,18.0,1198.0,86.7,Honda Amaze
4704,Bangalore,2015,20000,Diesel,Automatic,First,5.0,47.35,13.0,2987.0,165.0,Mercedes-Benz M-Class
4705,Coimbatore,2016,18043,Petrol,Manual,First,5.0,4.12,22.74,796.0,47.3,Maruti Alto
4706,Chennai,2016,80000,Diesel,Automatic,First,7.0,19.5,11.36,2755.0,171.5,Toyota Innova
4707,Hyderabad,2016,21000,Petrol,Automatic,First,5.0,6.2,18.9,1197.0,82.0,Hyundai Grand
4710,Chennai,2010,95000,Petrol,Manual,Second,5.0,2.8,18.5,1197.0,80.0,Hyundai i20
4711,Pune,2015,32000,Petrol,Automatic,First,5.0,4.8,18.9,1197.0,82.0,Hyundai Grand
4713,Hyderabad,2014,122800,Diesel,Manual,First,5.0,5.65,25.01,1498.0,89.75,Ford Fiesta
4714,Ahmedabad,2011,78000,Diesel,Manual,Second,5.0,14.5,15.0,2148.0,204.42,Mercedes-Benz E-Class
4715,Ahmedabad,2015,69000,Diesel,Manual,First,5.0,5.9,26.59,1248.0,74.0,Maruti Swift
4716,Pune,2015,65000,Diesel,Manual,Second,5.0,5.0,23.59,1364.0,67.04,Toyota Etios
4717,Ahmedabad,2015,23000,Petrol,Manual,First,5.0,4.9,19.1,1197.0,82.0,Hyundai Xcent
4718,Ahmedabad,2009,70000,Petrol,Manual,First,5.0,4.25,13.5,1799.0,130.0,Honda Civic
4719,Chennai,2014,250000,Diesel,Manual,First,8.0,10.9,12.99,2494.0,100.6,Toyota Innova
4721,Pune,2013,30000,Petrol,Manual,First,5.0,2.5,22.74,796.0,47.3,Maruti Alto
4723,Jaipur,2013,92250,Diesel,Manual,Second,5.0,5.75,22.7,1498.0,89.84,Ford Ecosport
4724,Pune,2018,40000,Petrol,Manual,First,5.0,5.0,20.14,1197.0,81.86,Hyundai Xcent
4725,Kochi,2014,96848,Petrol,Automatic,First,5.0,4.62,14.3,1598.0,103.6,Skoda Rapid
4726,Delhi,2016,42000,Diesel,Automatic,First,5.0,23.5,15.73,1968.0,174.33,Audi Q3
4727,Kolkata,2013,55886,Diesel,Manual,First,7.0,7.25,16.0,2179.0,140.0,Mahindra XUV500
4728,Kochi,2019,12336,Petrol,Manual,First,5.0,11.88,17.0,1591.0,121.3,Hyundai Verna
4729,Chennai,2009,60000,Petrol,Manual,Third,5.0,2.25,13.9,1599.0,103.2,Hyundai Verna
4731,Pune,2018,24000,Petrol,Manual,First,5.0,4.0,19.69,1198.0,67.04,Nissan Micra
4732,Pune,2016,32198,Petrol,Automatic,First,5.0,5.1,16.5,1198.0,86.8,Honda Brio
4733,Hyderabad,2014,92247,Diesel,Manual,First,7.0,12.5,12.99,2494.0,100.6,Toyota Innova
4734,Chennai,2011,121311,Diesel,Manual,First,5.0,2.9,20.64,1498.0,108.5,Volkswagen Vento
4735,Coimbatore,2016,66296,Diesel,Manual,First,7.0,15.96,16.0,2179.0,140.0,Mahindra XUV500
4736,Mumbai,2015,41000,Petrol,Automatic,First,5.0,5.45,16.9,1197.0,82.0,Hyundai Xcent
4737,Kochi,2017,38681,Diesel,Manual,First,7.0,23.86,13.5,2198.0,157.7,Ford Endeavour
4739,Hyderabad,2017,17400,Diesel,Manual,First,7.0,9.75,24.52,1248.0,88.5,Maruti Ertiga
4740,Bangalore,2013,61510,Diesel,Manual,First,5.0,4.75,25.8,1498.0,98.6,Honda Amaze
4741,Delhi,2014,60000,Petrol,Manual,First,5.0,6.25,17.4,1497.0,117.3,Honda City
4743,Kochi,2016,41617,Petrol,Automatic,First,5.0,14.14,14.53,1794.0,138.1,Toyota Corolla
4744,Kolkata,2005,45000,Petrol,Manual,First,5.0,0.95,17.0,1086.0,62.3,Hyundai Santro
4745,Delhi,2014,65000,Petrol,Automatic,First,5.0,11.95,13.7,1798.0,157.75,Skoda Superb
4746,Delhi,2011,68000,Petrol,Manual,First,5.0,2.5,18.9,998.0,67.1,Maruti WagonR
4747,Mumbai,2013,49000,Petrol,Manual,First,5.0,2.75,19.81,1086.0,68.05,Hyundai i10
4749,Ahmedabad,2016,30965,Petrol,Manual,First,5.0,6.25,21.4,1197.0,83.1,Maruti Baleno
4750,Mumbai,2014,56058,Petrol,Manual,First,5.0,4.95,15.04,1598.0,103.2,Volkswagen Vento
4751,Pune,2017,15356,Petrol,Manual,First,5.0,4.75,18.9,1197.0,81.86,Hyundai Grand
4752,Delhi,2013,54000,Diesel,Manual,First,5.0,2.55,20.0,1399.0,68.05,Ford Figo
4753,Pune,2011,47000,Petrol,Automatic,Second,5.0,4.5,13.9,1799.0,130.3,Honda Civic
4754,Kochi,2015,21652,Petrol,Manual,First,5.0,3.01,22.74,796.0,47.3,Maruti Alto
4755,Hyderabad,2016,52000,Diesel,Automatic,First,5.0,42.0,15.68,1999.0,177.0,Land Rover Range Rover
4756,Kolkata,2010,35010,Diesel,Automatic,First,5.0,11.5,12.4,2698.0,179.5,Audi A6
4757,Hyderabad,2006,76662,Diesel,Automatic,First,5.0,10.99,11.0,2987.0,198.5,Mercedes-Benz E-Class
4758,Jaipur,2009,89000,Petrol,Automatic,First,5.0,3.71,17.0,1497.0,118.0,Honda City
4759,Jaipur,2006,80000,Petrol,Automatic,Third,5.0,2.0,10.1,2354.0,152.0,Honda CR-V
4760,Kochi,2018,39023,Diesel,Manual,First,5.0,9.48,28.09,1248.0,88.5,Maruti Ciaz
4761,Jaipur,2004,62000,Petrol,Manual,Second,5.0,1.25,18.9,998.0,67.1,Maruti WagonR
4762,Jaipur,2015,78046,Diesel,Manual,First,5.0,10.9,19.67,1582.0,126.2,Hyundai Creta
4763,Kolkata,2015,34400,Diesel,Manual,First,5.0,5.5,28.09,1248.0,88.5,Maruti Ciaz
4764,Coimbatore,2016,64624,Petrol,Manual,First,5.0,3.71,21.1,814.0,55.2,Hyundai EON
4765,Mumbai,2014,69192,Petrol,Manual,First,7.0,6.25,16.02,1373.0,93.7,Maruti Ertiga
4766,Chennai,2012,55000,Diesel,Manual,First,5.0,4.9,20.54,1598.0,103.6,Volkswagen Vento
4767,Mumbai,2005,81000,Petrol,Manual,Second,5.0,1.1,12.8,1493.0,100.0,Honda City
4768,Kochi,2016,36733,Petrol,Manual,First,5.0,4.72,16.47,1198.0,73.9,Volkswagen Polo
4769,Kochi,2017,24310,CNG,Manual,First,4.0,3.7,33.44,796.0,40.3,Maruti Alto
4772,Kolkata,2014,47000,Diesel,Manual,First,5.0,3.9,22.9,1248.0,74.0,Maruti Swift
4774,Mumbai,2011,130000,Diesel,Manual,First,8.0,2.75,14.0,2498.0,112.0,Mahindra Xylo
4775,Coimbatore,2017,31576,Petrol,Manual,First,5.0,7.85,18.9,1197.0,82.0,Hyundai Grand
4776,Mumbai,2011,66000,Petrol,Manual,First,5.0,2.95,15.04,1598.0,103.6,Volkswagen Vento
4777,Mumbai,2008,79000,Petrol,Automatic,Second,5.0,4.85,11.7,2354.0,177.6,Honda Accord
4780,Bangalore,2016,93000,Diesel,Manual,First,5.0,10.8,20.5,1582.0,126.2,Hyundai Creta
4781,Hyderabad,2007,52195,Petrol,Manual,First,5.0,1.75,19.7,796.0,46.3,Maruti Alto
4783,Delhi,2013,66314,Diesel,Manual,First,5.0,5.5,19.87,1461.0,83.8,Renault Duster
4784,Chennai,2009,76000,Diesel,Manual,First,5.0,2.75,17.8,1399.0,68.0,Ford Fiesta
4785,Bangalore,2015,29000,Diesel,Manual,First,5.0,13.0,19.67,1582.0,126.2,Hyundai Creta
4786,Mumbai,2011,30000,Diesel,Manual,First,5.0,3.2,20.0,1399.0,68.0,Ford Figo
4787,Coimbatore,2013,56526,Petrol,Manual,First,5.0,5.84,15.26,1598.0,103.5,Volkswagen Polo
4789,Chennai,2012,41000,Diesel,Automatic,First,5.0,6.25,19.08,1582.0,126.32,Hyundai Verna
4792,Chennai,2010,242000,Diesel,Manual,First,7.0,11.0,11.5,2982.0,171.0,Toyota Fortuner
4793,Chennai,2015,90000,Diesel,Manual,First,5.0,6.5,26.21,1248.0,88.5,Maruti Ciaz
4794,Hyderabad,2018,11000,Diesel,Manual,First,5.0,9.4,24.3,1248.0,88.5,Maruti Vitara
4795,Kochi,2018,21936,Diesel,Automatic,First,5.0,37.92,21.76,1995.0,190.0,BMW 3 Series
4796,Pune,2013,41000,Petrol,Automatic,First,5.0,5.25,14.4,1598.0,103.6,Volkswagen Vento
4797,Chennai,2011,47000,Petrol,Manual,First,5.0,4.5,17.0,1197.0,80.0,Hyundai i20
4798,Chennai,2009,110000,Diesel,Automatic,First,5.0,18.0,11.0,2993.0,235.0,BMW X5
4799,Coimbatore,2015,45960,Petrol,Manual,First,5.0,5.56,19.1,1197.0,82.0,Hyundai Xcent
4800,Bangalore,2013,48000,Diesel,Automatic,First,5.0,22.0,14.21,2143.0,203.0,Mercedes-Benz E-Class
4802,Mumbai,2011,41000,Petrol,Manual,First,5.0,2.65,20.36,1197.0,78.9,Hyundai i10
4803,Jaipur,2013,69573,Diesel,Manual,Second,5.0,5.85,22.32,1582.0,126.32,Hyundai Verna
4804,Chennai,2012,115000,Diesel,Manual,First,5.0,6.95,19.33,1968.0,138.1,Volkswagen Jetta
4805,Kolkata,2012,47629,Diesel,Manual,First,7.0,6.5,15.1,2179.0,140.0,Mahindra XUV500
4806,Jaipur,2004,66624,Petrol,Manual,Third,8.0,0.85,19.7,796.0,35.0,Maruti Omni
4807,Delhi,2013,80000,Petrol,Automatic,Second,5.0,7.25,14.67,1798.0,177.46,Skoda Superb
4808,Pune,2012,94868,Diesel,Manual,First,5.0,4.5,22.9,1248.0,74.0,Maruti Swift
4809,Mumbai,2010,76477,Diesel,Manual,First,8.0,4.25,10.5,2179.0,120.0,Mahindra Scorpio
4812,Bangalore,2013,45348,Diesel,Manual,Second,5.0,6.85,19.01,1461.0,108.45,Renault Duster
4813,Coimbatore,2013,80127,Diesel,Automatic,First,5.0,23.68,12.8,1968.0,167.6,Audi Q5
4815,Pune,2012,75000,Diesel,Manual,Third,5.0,3.5,20.54,1598.0,103.6,Volkswagen Vento
4816,Delhi,2006,48000,Petrol,Automatic,Second,5.0,6.99,11.62,2979.0,306.0,BMW 5 Series
4817,Coimbatore,2019,41871,Diesel,Manual,First,5.0,15.57,22.7,1582.0,126.2,Hyundai Elantra
4820,Chennai,2009,110000,Diesel,Automatic,First,5.0,20.0,11.7,2993.0,245.0,BMW X5
4822,Chennai,2002,103653,Petrol,Manual,Second,5.0,1.22,18.9,1061.0,47.0,Maruti Alto
4823,Chennai,2012,64806,Petrol,Manual,First,5.0,3.65,16.47,1198.0,73.9,Volkswagen Polo
4825,Bangalore,2016,40000,Petrol,Manual,First,5.0,11.5,15.29,1591.0,121.3,Hyundai Creta
4826,Kochi,2015,23876,Petrol,Manual,First,5.0,3.46,24.07,998.0,67.1,Maruti Alto
4828,Pune,2014,68865,Diesel,Manual,First,5.0,4.8,15.11,1598.0,103.6,Volkswagen Polo
4829,Pune,2014,71000,Diesel,Manual,Second,5.0,4.5,25.8,1498.0,98.6,Honda Amaze
4831,Kolkata,2014,25000,Diesel,Manual,First,5.0,3.95,22.9,1248.0,74.0,Maruti Swift
4832,Hyderabad,2012,180000,Diesel,Manual,First,5.0,3.65,20.5,1598.0,103.5,Skoda Rapid
4833,Mumbai,2005,131000,Diesel,Automatic,First,5.0,10.0,11.0,2987.0,198.5,Mercedes-Benz E-Class
4834,Delhi,2011,65000,Diesel,Manual,Second,8.0,4.0,12.05,2179.0,120.0,Mahindra Scorpio
4835,Hyderabad,2012,117777,Diesel,Manual,First,5.0,4.75,21.64,1461.0,84.8,Nissan Sunny
4836,Bangalore,2009,65000,Petrol,Manual,Second,5.0,3.1,17.5,1298.0,85.8,Maruti Swift
4837,Kochi,2017,46897,Petrol,Manual,First,5.0,3.61,21.1,814.0,55.2,Hyundai EON
4838,Coimbatore,2015,36695,Petrol,Manual,First,5.0,4.29,19.4,1198.0,86.8,Honda Brio
4839,Kolkata,2011,43000,Petrol,Manual,First,5.0,2.13,18.06,1198.0,75.0,Nissan Micra
4840,Mumbai,2008,54000,Petrol,Manual,First,5.0,1.1,19.7,796.0,46.3,Maruti Alto
4841,Hyderabad,2011,89000,Diesel,Automatic,First,5.0,13.95,22.69,1995.0,190.0,BMW 3 Series
4842,Mumbai,2014,7000,Petrol,Manual,First,5.0,5.35,16.47,1198.0,74.0,Volkswagen Polo
4843,Hyderabad,2014,58470,Petrol,Manual,First,5.0,3.9,23.1,998.0,67.04,Maruti Celerio
4844,Kolkata,2014,37000,Petrol,Manual,First,5.0,2.8,21.5,1197.0,81.8,Maruti WagonR
4845,Mumbai,2016,29000,Diesel,Manual,First,5.0,8.75,26.21,1248.0,88.5,Maruti Ciaz
4846,Hyderabad,2013,52000,Diesel,Automatic,First,5.0,19.5,16.55,1968.0,147.51,Audi A4
4847,Kolkata,2013,32807,Petrol,Manual,First,5.0,2.75,19.4,1198.0,86.8,Honda Brio
4848,Hyderabad,2013,86000,Diesel,Automatic,First,8.0,8.0,11.79,2179.0,120.0,Mahindra Scorpio
4849,Delhi,2014,66500,Diesel,Manual,First,5.0,5.7,26.0,1498.0,98.6,Honda City
4850,Ahmedabad,2012,94000,Diesel,Automatic,First,5.0,12.5,17.05,1995.0,184.0,BMW X1
4852,Chennai,2010,107389,Diesel,Manual,Second,5.0,1.9,20.0,1399.0,68.0,Ford Figo
4853,Ahmedabad,2015,36100,Petrol,Manual,First,5.0,4.5,20.4,1197.0,81.8,Maruti Swift
4854,Mumbai,2015,16329,Diesel,Automatic,First,5.0,30.3,19.27,2143.0,170.0,Mercedes-Benz New C-Class
4855,Hyderabad,2014,36000,Diesel,Automatic,First,5.0,16.0,19.3,1968.0,141.0,Skoda Octavia
4857,Jaipur,2015,54680,Petrol,Manual,First,5.0,2.5,21.1,814.0,55.2,Hyundai EON
4858,Hyderabad,2017,14000,Diesel,Automatic,First,5.0,43.0,18.25,1968.0,187.74,Audi A4
4859,Kochi,2017,23977,Petrol,Manual,First,5.0,5.38,18.16,1196.0,86.8,Ford Figo
4860,Hyderabad,2013,30131,Petrol,Manual,First,5.0,2.65,20.92,998.0,67.1,Maruti Alto
4861,Hyderabad,2017,2530,Petrol,Manual,First,5.0,3.3,24.7,796.0,47.3,Maruti Alto
4862,Hyderabad,2015,39000,Diesel,Automatic,First,5.0,34.0,19.27,2143.0,167.62,Mercedes-Benz New C-Class
4863,Chennai,2001,140000,Petrol,Manual,Third,5.0,0.7,20.3,1086.0,68.0,Hyundai Santro
4864,Kochi,2017,32257,Diesel,Manual,First,5.0,6.83,24.4,1120.0,71.0,Hyundai Xcent
4865,Kochi,2016,46983,Diesel,Manual,First,5.0,5.77,25.8,1498.0,98.6,Honda Amaze
4866,Chennai,2008,107000,Diesel,Manual,Second,5.0,3.1,17.8,1248.0,75.0,Maruti Swift
4867,Mumbai,2017,19000,Petrol,Manual,First,5.0,4.95,16.2,1199.0,74.0,Volkswagen Polo
4868,Bangalore,2013,88000,Diesel,Automatic,First,5.0,16.25,17.11,1968.0,174.33,Audi A4
4869,Coimbatore,2012,84384,Diesel,Automatic,First,7.0,52.54,10.2,4367.0,308.0,Land Rover Range Rover
4870,Chennai,2011,128000,Diesel,Manual,Third,7.0,6.4,16.0,2179.0,140.0,Mahindra XUV500
4871,Bangalore,2011,71000,Diesel,Manual,Third,7.0,6.95,13.1,2499.0,141.0,Ford Endeavour
4872,Kolkata,2008,50000,Diesel,Manual,First,5.0,0.85,17.2,1396.0,53.5,Tata Indica
4873,Chennai,2016,16000,Petrol,Manual,First,5.0,6.95,21.4,1197.0,83.1,Maruti Baleno
4874,Kolkata,2017,82000,Diesel,Manual,First,5.0,3.45,24.4,1120.0,71.0,Hyundai Xcent
4875,Delhi,2008,80000,Petrol,Manual,First,5.0,2.75,13.5,1799.0,130.0,Honda Civic
4876,Delhi,2015,36000,Petrol,Manual,Second,5.0,4.95,18.6,1197.0,81.83,Hyundai i20
4878,Coimbatore,2016,16725,Petrol,Manual,First,5.0,6.79,18.6,1197.0,81.83,Hyundai i20
4879,Mumbai,2014,48241,Petrol,Manual,First,5.0,4.5,19.1,1197.0,85.8,Maruti Swift
4880,Kochi,2014,52431,Petrol,Manual,First,5.0,3.01,22.5,998.0,67.04,Maruti WagonR
4881,Bangalore,2012,68000,Diesel,Manual,First,5.0,4.4,21.9,1396.0,88.76,Hyundai i20
4882,Hyderabad,2012,158000,Diesel,Automatic,First,7.0,17.49,12.55,2982.0,168.5,Toyota Fortuner
4883,Coimbatore,2014,31446,Petrol,Manual,First,5.0,4.66,20.36,1197.0,78.9,Hyundai i10
4884,Chennai,2015,25000,Petrol,Manual,First,5.0,5.5,18.9,1197.0,82.0,Hyundai Grand
4885,Ahmedabad,2016,57000,Petrol,Manual,First,5.0,6.0,18.6,1197.0,81.83,Hyundai i20
4886,Hyderabad,2007,76000,Petrol,Automatic,First,5.0,2.4,17.0,1086.0,62.3,Hyundai Santro
4887,Kochi,2018,57078,Diesel,Manual,First,5.0,10.19,24.3,1248.0,88.5,Maruti Vitara
4888,Kochi,2016,47471,Diesel,Manual,First,5.0,5.25,25.8,1498.0,98.6,Honda Amaze
4889,Hyderabad,2014,50000,Diesel,Automatic,First,5.0,45.0,15.26,2143.0,203.2,Mercedes-Benz M-Class
4890,Ahmedabad,2010,62000,Diesel,Manual,First,5.0,2.7,23.0,1396.0,90.0,Hyundai i20
4891,Coimbatore,2013,65807,Petrol,Manual,First,5.0,3.39,19.81,1086.0,68.05,Hyundai i10
4892,Hyderabad,2014,81768,Diesel,Manual,First,5.0,5.69,26.59,1248.0,74.0,Maruti Swift
4894,Hyderabad,2017,24000,Diesel,Manual,First,5.0,8.4,27.39,1248.0,74.0,Maruti Baleno
4895,Hyderabad,2012,72921,Diesel,Manual,First,5.0,2.5,25.44,936.0,57.6,Chevrolet Beat
4896,Pune,2012,59000,Petrol,Manual,First,5.0,3.25,19.4,1198.0,86.8,Honda Brio
4897,Mumbai,2014,33000,Diesel,Manual,Second,5.0,3.25,20.0,1399.0,68.05,Ford Figo
4898,Pune,2016,36789,Petrol,Automatic,First,5.0,4.25,23.1,998.0,67.04,Maruti Celerio
4899,Jaipur,2014,41000,Diesel,Automatic,First,5.0,18.5,14.84,2143.0,170.0,Mercedes-Benz New C-Class
4900,Hyderabad,2007,71000,Petrol,Automatic,First,5.0,2.4,17.0,1086.0,62.3,Hyundai Santro
4901,Jaipur,2015,46650,Petrol,Manual,First,5.0,4.25,19.4,1198.0,86.8,Honda Brio
4902,Mumbai,2018,3000,Petrol,Automatic,First,5.0,8.85,21.4,1197.0,83.1,Maruti Baleno
4903,Coimbatore,2014,14799,Petrol,Manual,First,5.0,4.14,21.1,814.0,55.2,Hyundai EON
4905,Hyderabad,2015,68525,Diesel,Manual,First,5.0,7.0,23.0,1396.0,90.0,Hyundai i20
4906,Hyderabad,2018,15000,Diesel,Automatic,First,7.0,33.0,10.91,3198.0,197.0,Ford Endeavour
4907,Ahmedabad,2017,29000,Petrol,Manual,First,5.0,10.0,17.4,1497.0,117.3,Honda City
4908,Kochi,2012,77407,Diesel,Manual,Second,5.0,3.53,21.5,1248.0,88.8,Maruti SX4
4910,Delhi,2013,75000,Diesel,Manual,First,5.0,4.5,20.54,1598.0,103.6,Volkswagen Vento
4911,Pune,2012,69000,Petrol,Manual,First,5.0,4.9,16.8,1497.0,116.3,Honda City
4912,Kochi,2016,52553,Diesel,Manual,First,5.0,12.26,19.67,1582.0,126.2,Hyundai Creta
4913,Mumbai,2014,58000,Diesel,Manual,Second,5.0,3.99,24.4,1120.0,71.0,Hyundai Xcent
4915,Hyderabad,2015,65542,Diesel,Manual,First,5.0,3.8,20.0,1399.0,68.0,Ford Figo
4916,Ahmedabad,2013,68008,Diesel,Manual,Second,5.0,6.75,15.0,1896.0,105.0,Volkswagen Jetta
4918,Chennai,2013,55000,Petrol,Manual,Second,5.0,5.2,15.8,1499.0,110.0,Ford Ecosport
4919,Kochi,2017,19387,Petrol,Manual,First,5.0,8.42,17.1,1591.0,121.3,Hyundai Verna
4920,Pune,2014,58000,CNG,Manual,First,5.0,3.0,26.6,998.0,58.16,Maruti WagonR
4921,Mumbai,2016,24001,Petrol,Manual,First,5.0,5.75,18.6,1197.0,81.83,Hyundai i20
4922,Kolkata,2008,17000,Diesel,Automatic,First,5.0,9.75,15.2,1968.0,140.8,Audi A4
4923,Delhi,2015,28500,Petrol,Manual,First,5.0,3.5,19.49,1198.0,67.04,Nissan Micra
4924,Jaipur,2014,66000,Diesel,Automatic,First,5.0,30.0,15.26,2143.0,203.2,Mercedes-Benz M-Class
4926,Coimbatore,2018,44383,Petrol,Manual,First,5.0,13.25,15.8,1591.0,121.3,Hyundai Creta
4927,Mumbai,2013,45000,Diesel,Manual,First,5.0,3.65,20.5,1598.0,103.5,Skoda Rapid
4928,Jaipur,2015,58000,Diesel,Manual,First,5.0,5.25,23.4,1248.0,74.0,Maruti Swift
4929,Delhi,2016,69000,Petrol,Manual,First,5.0,9.7,15.8,1591.0,121.3,Hyundai Creta
4930,Coimbatore,2017,60993,Diesel,Manual,First,5.0,5.21,24.0,1120.0,70.0,Hyundai Grand
4932,Kochi,2014,51134,Diesel,Manual,First,5.0,4.72,24.0,1120.0,70.0,Hyundai Grand
4933,Chennai,2011,55000,Diesel,Automatic,Second,5.0,28.0,11.7,2993.0,245.0,BMW X5
4934,Coimbatore,2018,25082,Diesel,Automatic,First,5.0,8.37,28.4,1248.0,73.75,Maruti Dzire
4935,Delhi,2012,68350,Diesel,Manual,First,7.0,14.0,12.55,2982.0,168.5,Toyota Fortuner
4936,Hyderabad,2015,50000,Diesel,Automatic,First,5.0,36.0,17.68,1968.0,174.33,Audi A6
4937,Pune,2015,97000,Diesel,Manual,First,5.0,6.4,27.3,1498.0,98.6,Honda Jazz
4938,Coimbatore,2015,56238,Diesel,Automatic,First,7.0,51.69,11.33,4134.0,335.2,Audi Q7
4939,Jaipur,2014,72618,Diesel,Manual,First,7.0,8.0,12.05,2179.0,120.0,Mahindra Scorpio
4941,Hyderabad,2012,61250,Diesel,Manual,First,5.0,2.7,25.44,936.0,57.6,Chevrolet Beat
4942,Coimbatore,2014,28469,Diesel,Automatic,First,5.0,24.37,18.25,1968.0,187.74,Audi A4
4943,Kochi,2018,21488,Petrol,Automatic,First,5.0,9.72,14.3,1598.0,103.52,Skoda Rapid
4944,Pune,2014,197000,Diesel,Manual,First,5.0,5.0,23.4,1248.0,74.0,Maruti Swift
4945,Pune,2009,138205,Diesel,Manual,Second,7.0,10.5,11.5,2982.0,171.0,Toyota Fortuner
4946,Jaipur,2012,160000,Diesel,Manual,Second,5.0,3.9,22.9,1248.0,74.0,Maruti Swift
4947,Coimbatore,2012,67590,Petrol,Manual,First,5.0,5.65,17.0,1497.0,118.0,Honda City
4948,Mumbai,2012,52000,Diesel,Automatic,First,5.0,29.95,15.26,2143.0,203.2,Mercedes-Benz M-Class
4949,Bangalore,2008,100000,Diesel,Manual,Second,5.0,3.0,17.8,1248.0,75.0,Maruti Swift
4951,Mumbai,2009,48000,Petrol,Manual,First,5.0,2.11,20.36,1197.0,78.9,Hyundai i10
4953,Jaipur,2011,100000,Petrol,Manual,First,5.0,1.5,19.7,796.0,46.3,Maruti Alto
4954,Coimbatore,2013,62601,Diesel,Manual,First,5.0,4.67,23.59,1364.0,76.91,Toyota Etios
4955,Bangalore,2006,80010,Petrol,Manual,Second,5.0,2.85,20.4,1197.0,81.8,Maruti Swift
4956,Coimbatore,2017,26493,Diesel,Automatic,First,5.0,33.64,19.27,2143.0,170.0,Mercedes-Benz New C-Class
4957,Hyderabad,2011,96000,Diesel,Manual,Second,5.0,0.91,17.88,1396.0,52.8,Tata Indica
4958,Jaipur,2014,45700,Petrol,Manual,Second,5.0,2.42,22.74,796.0,47.3,Maruti Alto
4959,Kolkata,2005,13000,Petrol,Automatic,First,5.0,3.25,9.3,2771.0,193.1,Skoda Superb
4960,Kolkata,2013,38000,Petrol,Manual,First,5.0,2.8,16.47,1198.0,73.9,Volkswagen Polo
4961,Coimbatore,2019,8018,Petrol,Automatic,First,5.0,8.3,22.0,1197.0,81.8,Maruti Dzire
4962,Bangalore,2010,144400,Diesel,Manual,Third,8.0,5.25,12.05,2179.0,120.0,Mahindra Scorpio
4963,Jaipur,2010,152000,Diesel,Manual,First,5.0,2.9,17.8,1248.0,75.0,Maruti Swift
